# gate-buckets.tsv — the yield bucket of every refusal site scripts/check-gate-buckets.sh
# enumerates in the lean lane (#636, item 2 of the #605 epic).
#
# TAB-separated. Columns:
#   key <TAB> bucket <TAB> anchor <TAB> yield <TAB> why
#
# key     `<repo-relative path>::<refusal primitive>` — docs/prose-blocker-triage.tsv's existing
#         `path::name` enforcer key, adopted unchanged. The pair must be one CORPUS declares.
# bucket  gates-llm | gates-signal | gates-process | not-a-gate
#           gates-llm      a fabrication or self-approval defense. NEVER yields: an attended
#                          session cannot approve its own work any more than an unattended one
#                          can, because what is missing is independence, not attendance.
#           gates-signal   the fact is objective — a lane is red, a hash moved, a file is frozen.
#                          NEVER yields either, and this bucket exists so that "no gate is
#                          unclassified" is satisfiable without making a red suite waivable.
#           gates-process  the premise is "no human is available to answer this". MAY yield.
#           not-a-gate     NOT a bucket. The shape enumerator over-enumerates — environment
#                          refusals, usage errors and exit-0 success paths all match it — and this
#                          is the value that gives them a home so the enum can close. A row here
#                          must OPEN its `why` with which of the three it is, and that is checked.
# anchor  A distinctive substring of the site's LINE. Text, never a line number: a `file:line`
#         key would red on every unrelated edit above it, and a guard that cries wolf gets
#         baselined away. The anchor must still appear in the file (absence is ANCHOR DRIFT = red)
#         and must still cover at least one live enumerated site (a row that outlived its site is
#         also red). An anchor MAY cover several sites; the guard prints the count per row so a
#         loose one is visible rather than silent.
# yield   `-` for every bucket but `gates-process`. For `gates-process`, either an
#         OVERRIDE_GATES / OVERRIDE_SCOPES value — read from operator-override.sh at run time, not
#         copied — or `unwired — <reason>`. THE SAFETY ARM IS THIS COLUMN, not code proximity: a
#         row whose yield cell names an override value MUST be gates-process, which is what stops
#         a future edit from wiring a red test lane to an operator waiver.
# why     What makes this disposition true. Not "looks fine" — name the mechanism.
#
# THE COUNT IS NOT THE CONTRACT. `check-gate-buckets.sh --list` prints the denominator, and this
# file must cover it exactly. That pair is the contract, and neither half can rot without the
# other saying so.
#
# GRANULARITY. One row per enumerated site is the default. Two places take the sanctioned
# exception of one anchor over several sites, and both are visible in the printed counts:
#   * the `envfail` classes (OR-1's recorded default) — 132 sites, 6 rows. The exit-2 contract is
#     what makes every one of them `not-a-gate`, so per-site rows would add no classification.
#   * `orchestrate-lean.sh`'s `terminal <slug> <code>` sites, keyed on the slug. Two calls with
#     the same slug are the same decision point reached from two call paths (the resume path and
#     the fresh path); dispositioning them apart would be a distinction with no referent.
#
# MOST gates-process ROWS ARE LEGITIMATELY `unwired`, and OR-2 settles that they may stay so:
# only two OVERRIDE_GATES values exist today and both are intake-side. The guard checks the FORM
# of the cell, never the existence of a follow-up ticket.
#
# ---- plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::envfail ----
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::envfail	not-a-gate	envfail 	-	environment refusal — lean-evidence.sh raises exit 2 for an unreadable input (a missing PR body file, an unresolvable ref, an absent capability stamp), never for a finding. Its findings go through note_violation, which is classified site by site. Dispositioned as one row for the whole class, which is OR-1's recorded default: the exit-2 contract is what makes every site in it true, so 132 near-identical rows would add no classification and would drown the register. The covered-site count printed above is what keeps that looseness visible.
#
# ---- plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation ----
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "found $any '$LEAN_PR_MARKER_TAG' comment(s) on this PR, but none bot-	-	forgery defense: PR markers exist but none is bot-authored. An operator-posted marker is not evidence the harness ran and is forgeable by anyone with write access.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "intent-gap record '$gap' claims 'ratified: yes' but cites no 'ratifie	-	self-ratification defense, and the distinction from the row above is the whole point: the record CLAIMS ratification but cites no operator URL. A run writing 'ratified: yes' about itself is the fabrication; being attended while writing it changes nothing.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-process	note_violation "intent-gap record '$gap' reads 'ratified: ${ratified:-<none>}' — a de	unwired — ratification is itself the operator's write (a comment URL the record cites), so there is nothing for an OVERRIDE_GATES value to unlock that the ratification does not already carry. Neither of the two values wired today is a ratification scope; #605 owns any wiring.	the premise IS an absent human. P9 says a decision the receipt never covered is not the build run's to make, and ratification is the human's answer coming back — an unratified record means nobody has been asked yet. It is the one arm here an attended session could genuinely satisfy.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "no bot-authored '$LEAN_PR_MARKER_TAG' comment on this PR, so the BUIL	-	forgery defense on the absent arm: no bot-authored PR marker, so the BUILD run's identity is unknown and the verdict's independence is uncheckable.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "no committed verdict record (a file named *-$KEY$LEAN_VERDICT_SUFFIX)	-	the fact is objective: a committed verdict record for this key exists or it does not. The portable half of the boundary — a consumer's CI fetches this script at a pinned ref and asks the same question.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "override record '$rec' declares no '## Override n' block — a record w	-	the fact is objective: the override record declares no `## Override n` block, so it is not evidence of anything — and something wrote it. Structural, not a judgment about the override's merits.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "override record '$rec': $why. A gate yielded on this record; it has t	-	the fact is objective and structural: the override block is malformed. A gate already yielded on this record, so the boundary being asked to trust it has to be able to read it. Note the direction — this is the check ON a yield, so it must not itself be yieldable.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "the bot-authored '$LEAN_PR_MARKER_TAG' comment(s) on this PR carry no	-	identity defense: the bot-authored marker carries no run_id, so there is no build identity to compare the verdict against.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "verdict record '$VERDICT' carries a BUILD run's identity ('$m') — a s	-	P10 self-approval defense: the verdict record carries a BUILD run's identity — a session that wrote code on this PR also wrote its own review verdict.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "verdict record '$VERDICT' carries no run_id reconciliation key, so it	-	identity defense: with no run_id key the record's authorship cannot be separated from the build run's, so P10 cannot be enforced at all. An unknown author is not an independent one.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "verdict record '$VERDICT' carries no session_id reconciliation key —	-	identity defense: with no session_id key the review session cannot be located, so nothing outside the record itself attests that a separate context produced it. Self-attestation is precisely what this bucket refuses.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "verdict record '$VERDICT' declares no reviewed_patch_id, so nothing s	-	the fact is objective: the record either declares a reviewed_patch_id or it does not, so nothing states which tree the review read.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-llm	note_violation "verdict record '$VERDICT' names a BUILD session ('$m') as its author	-	the session-scoped half of the same P10 defense, stated by the code itself: a distinct run_id does not make it an independent review.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "verdict record '$VERDICT' reads 'verdict=${VERDICT_VALUE:-<none>}', not 'verdict=approve'."	-	the fact is objective: the record's `verdict=` value is `approve` or it is not.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "verdict record '$VERDICT' reads 'verdict=${VERDICT_VALUE:-<none>}', not 'verdict=approve' — freshness is	-	the fact is objective: the record is not an approve, so freshness is undefined and the patch-id arm is not evaluated. A read of the record's own value.
plugins/dev-pipeline/skills/build-lean/lean-evidence.sh::note_violation	gates-signal	note_violation "verdict record '$VERDICT' reviewed patch $(printf '%.12s' "$VERDICT_R	-	the fact is objective and hashed: the reviewed patch id and the branch's current diff hash are equal or they are not.
#
# ---- plugins/dev-pipeline/skills/build-lean/lean-gate.sh::block_milestone ----
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::block_milestone	gates-signal	block_milestone 1 "no committed spec at $SPEC_REL"; return $?; }	-	the fact is objective and needs no judgment: the spec path either carries a committed file or it does not. It BLOCKS rather than fails — a spec that was never written costs no fix attempt — but it never yields: an attended operator's presence does not make an absent spec present.
#
# ---- plugins/dev-pipeline/skills/build-lean/lean-gate.sh::envfail ----
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::envfail	not-a-gate	envfail 	-	environment refusal — lean-gate.sh's own header fixes exit 2 as "NOT a milestone failure and NOT a fix attempt" — an unreadable config, a missing helper, a bad argument. Nothing here refuses a claim about the CODE, so no bucket applies. Dispositioned as one row for the whole class, which is OR-1's recorded default: the exit-2 contract is what makes every site in it true, so 132 near-identical rows would add no classification and would drown the register. The covered-site count printed above is what keeps that looseness visible.
#
# ---- plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fail_milestone ----
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fail_milestone	gates-signal	fail_milestone 1 "$(design_disarm_locked_msg)"; return $?; }	-	the fact is objective and recorded: the design lane was armed earlier in this run, so the disarm is state-locked. The lock is a fact in the progress record, not a judgment.
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fail_milestone	gates-process	fail_milestone 1 "$reason"; return $?; }	spec-open-region	the premise IS an absent human. `check_pause_and_ask` fires only for a region the intake interview explicitly marked as needing an operator's answer before implementation starts — the one shape where the missing ingredient really is a person. The yield is WIRED: an operator-override record for the `spec-open-region` gate naming the region resolves it, and the refusal prints the exact command.
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fail_milestone	gates-signal	fail_milestone 1 "${dstate#error:}"; return $? ;;	-	the fact is objective: the design-state resolver returned an error — the spec's Design section could not be read as either armed or disarmed.
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fail_milestone	gates-signal	fail_milestone 1 "spec $SPEC_REL carries no numbered AC-n criterion"; re	-	the fact is objective: the committed spec either carries a numbered AC-n or it does not.
plugins/dev-pipeline/skills/build-lean/lean-gate.sh::fail_milestone	gates-signal	fail_milestone 1 "spec $SPEC_REL does not reconcile with the pre-flight	-	the fact is objective: every bound row of the pre-flight receipt is carried into the plan ledger under the same id, or marked DEPARTURE. The reconciliation is mechanical; what an operator could change is the SPEC, not this comparison.
